"ScientificName";"AphiaID";"Synonym";"SynonymID";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"locality";"locationID";"higherGeography";"higherGeographyID";"recordStatus";"typeStatus";"establishmentMeans";"invasiveness";"occurrence";"decimalLatitude";"decimalLongitude";"qualityStatus";"Acc_authority";"Citation";"Status";"isMarine";"Higher_GEO";"RGex2";"SbRGex2";"Year";"Period";"REL";"EC";"TC";"TS_Other";"TS_ball";"TS_hull";"COR";"UNA";"UNK";"Total";"Pathway_Probability"
"Acanthurus sohal";219649;"Acanthurus sohal";219649;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";"Israeli part of the Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/25194";"Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/4280";"valid";NA;"Alien";"Not specified";"Reported";31.526333333333;34.425277777778;"trusted";"(Forsskål, 1775)";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acanthurus sohal (Forsskål, 1775). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=219649 on 2025-05-16";"accepted";1;"Mediterranean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acanthurus sohal";219649;"Acanthurus sohal";219649;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";"Greek part of the Aegean Sea";"http://marineregions.org/mrgid/25625";"Aegean Sea";"http://marineregions.org/mrgid/3315";"valid";NA;"Alien";"Not specified";"Sometimes present";NA;NA;"trusted";"(Forsskål, 1775)";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acanthurus sohal (Forsskål, 1775). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=219649 on 2025-05-16";"accepted";1;"Mediterranean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acanthurus sohal";219649;"Acanthurus sohal";219649;"Animalia";"Chordata";"Teleostei";"Acanthuriformes";"Acanthuridae";"Acanthurus";"Egyptian part of the Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/25198";"Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/4280";"valid";NA;"Alien";NA;"Reported";31.2725;29.990833333333;"trusted";"(Forsskål, 1775)";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acanthurus sohal (Forsskål, 1775). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=219649 on 2025-05-16";"accepted";1;"Mediterranean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser gueldenstaedtii";126275;"Acipenser gueldenstaedtii";126275;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"European waters (ERMS scope)";"http://marineregions.org/mrgid/7130";"North Atlantic Ocean";"http://marineregions.org/mrgid/1912";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"Brandt & Ratzeburg, 1833";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126275 on 2025-05-16";"accepted";1;"Europe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser gueldenstaedtii";126275;"Acipenser gueldenstaedtii";126275;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Black Sea";"http://marineregions.org/mrgid/3319";"Black Sea";"http://marineregions.org/mrgid/3319";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"Brandt & Ratzeburg, 1833";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126275 on 2025-05-16";"accepted";1;"Black Sea";"Black Sea";"Black Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser gueldenstaedtii";126275;"Acipenser gueldenstaedtii";126275;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Baltic sea";"http://marineregions.org/mrgid/2401";"Baltic Sea";"http://marineregions.org/mrgid/2401";"valid";NA;"Alien";NA;NA;NA;NA;"unreviewed";"Brandt & Ratzeburg, 1833";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126275 on 2025-05-16";"accepted";1;"Baltic Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser gueldenstaedtii";126275;"Acipenser gueldenstaedti";298169;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Black Sea";"http://marineregions.org/mrgid/3319";"Black Sea";"http://marineregions.org/mrgid/3319";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"Brandt & Ratzeburg, 1833";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser gueldenstaedtii Brandt & Ratzeburg, 1833. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126275 on 2025-05-16";"accepted";1;"Black Sea";"Black Sea";"Black Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser ruthenus";233941;"Acipenser ruthenus";233941;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Black Sea";"http://marineregions.org/mrgid/3319";"Black Sea";"http://marineregions.org/mrgid/3319";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"Linnaeus, 1758";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser ruthenus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=233941 on 2025-05-16";"accepted";0;"Black Sea";"Black Sea";"Black Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser ruthenus";233941;"Acipenser ruthenus";233941;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Lithuania";"http://marineregions.org/mrgid/2156";"Lithuania";"http://marineregions.org/mrgid/2156";"valid";NA;"Alien";"Uncertain";"Absent";NA;NA;"trusted";"Linnaeus, 1758";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser ruthenus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=233941 on 2025-05-16";"accepted";0;"Baltic Sea";"Baltic Sea";"Baltic Sea";"1887";"<1970";0.5;0.5;NA;NA;NA;NA;NA;NA;NA;1;"P_HIGH"
"Acipenser ruthenus";233941;"Acipenser ruthenus";233941;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Dutch part of the North Sea";"http://marineregions.org/mrgid/25232";"North Sea";"http://marineregions.org/mrgid/2350";"valid";NA;"Origin unknown";"Uncertain";"Reported";NA;NA;"trusted";"Linnaeus, 1758";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser ruthenus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=233941 on 2025-05-16";"accepted";0;"Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser ruthenus";233941;"Acipenser ruthenus";233941;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"United Kingdom";"http://marineregions.org/mrgid/2208";"United Kingdom";"http://marineregions.org/mrgid/2208";"valid";NA;"Alien";"Uncertain";"Uncertain";NA;NA;"trusted";"Linnaeus, 1758";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser ruthenus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=233941 on 2025-05-16";"accepted";0;"England";"North-East Atlantic";"Greater North Sea incl. the Kattegat and the English Channel";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser stellatus";126278;"Acipenser stellatus";126278;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"European waters (ERMS scope)";"http://marineregions.org/mrgid/7130";"North Atlantic Ocean";"http://marineregions.org/mrgid/1912";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"Pallas, 1771";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser stellatus Pallas, 1771. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126278 on 2025-05-16";"accepted";1;"Europe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser stellatus";126278;"Acipenser stellatus";126278;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Baltic sea";"http://marineregions.org/mrgid/2401";"Baltic Sea";"http://marineregions.org/mrgid/2401";"valid";NA;NA;NA;NA;NA;NA;"trusted";"Pallas, 1771";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser stellatus Pallas, 1771. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126278 on 2025-05-16";"accepted";1;"Baltic Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser stellatus";126278;"Acipenser stellatus";126278;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Greek Exclusive Economic Zone";"http://marineregions.org/mrgid/5679";"Greece";"http://marineregions.org/mrgid/2099";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"Pallas, 1771";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser stellatus Pallas, 1771. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126278 on 2025-05-16";"accepted";1;"Mediterranean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser stellatus";126278;"Acipenser stellatus";126278;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Black Sea";"http://marineregions.org/mrgid/3319";"Black Sea";"http://marineregions.org/mrgid/3319";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"Pallas, 1771";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser stellatus Pallas, 1771. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126278 on 2025-05-16";"accepted";1;"Black Sea";"Black Sea";"Black Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser stellatus";126278;"Acipenser stellatus";126278;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Adriatic Sea";"http://marineregions.org/mrgid/3314";"Adriatic Sea";"http://marineregions.org/mrgid/3314";"valid";NA;NA;NA;NA;NA;NA;"trusted";"Pallas, 1771";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser stellatus Pallas, 1771. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126278 on 2025-05-16";"accepted";1;"Mediterranean";"Mediterranean Sea";"Adriatic Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser stellatus";126278;"Acipenser stellatus";126278;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Baltic sea";"http://marineregions.org/mrgid/2401";"Baltic Sea";"http://marineregions.org/mrgid/2401";"valid";NA;NA;NA;NA;NA;NA;"trusted";"Pallas, 1771";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser stellatus Pallas, 1771. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126278 on 2025-05-16";"accepted";1;"Baltic Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser stellatus";126278;"Acipenser stellatus";126278;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Black Sea";"http://marineregions.org/mrgid/3319";"Black Sea";"http://marineregions.org/mrgid/3319";"valid";NA;NA;NA;NA;NA;NA;"trusted";"Pallas, 1771";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser stellatus Pallas, 1771. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126278 on 2025-05-16";"accepted";1;"Black Sea";"Black Sea";"Black Sea";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acipenser stellatus";126278;"Acipenser stellatus";126278;"Animalia";"Chordata";"Chondrostei";"Acipenseriformes";"Acipenseridae";"Acipenser";"Danish part of the Kattegat";"http://marineregions.org/mrgid/25224";"Kattegat";"http://marineregions.org/mrgid/2374";"valid";NA;"Alien";"Not specified";"Reported";NA;NA;"trusted";"Pallas, 1771";"Froese, R. and D. Pauly. Editors. (2025). FishBase. Acipenser stellatus Pallas, 1771. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=126278 on 2025-05-16";"accepted";1;"Denmark";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrochaetium catenulatum";144334;"Acrochaetium catenulatum";144334;"Plantae";"Rhodophyta";"Florideophyceae";"Acrochaetiales";"Acrochaetiaceae";"Acrochaetium";"European waters (ERMS scope)";"http://marineregions.org/mrgid/7130";"North Atlantic Ocean";"http://marineregions.org/mrgid/1912";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"M.Howe, 1914";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrochaetium catenulatum M.Howe, 1914. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144334 on 2025-05-16";"accepted";1;"Europe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrochaetium catenulatum";144334;"Acrochaetium catenulatum";144334;"Plantae";"Rhodophyta";"Florideophyceae";"Acrochaetiales";"Acrochaetiaceae";"Acrochaetium";"Swedish Exclusive Economic Zone";"http://marineregions.org/mrgid/5694";"Sweden";"http://marineregions.org/mrgid/2180";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"M.Howe, 1914";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrochaetium catenulatum M.Howe, 1914. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144334 on 2025-05-16";"accepted";1;"Sweden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrochaetium catenulatum";144334;"Acrochaetium catenulatum";144334;"Plantae";"Rhodophyta";"Florideophyceae";"Acrochaetiales";"Acrochaetiaceae";"Acrochaetium";"Europe";"http://marineregions.org/mrgid/1920";NA;NA;"valid";NA;"Alien";"Not specified";"Reported";NA;NA;"trusted";"M.Howe, 1914";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrochaetium catenulatum M.Howe, 1914. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144334 on 2025-05-16";"accepted";1;"Europe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrochaetium catenulatum";144334;"Acrochaetium densum";144344;"Plantae";"Rhodophyta";"Florideophyceae";"Acrochaetiales";"Acrochaetiaceae";"Acrochaetium";"European waters (ERMS scope)";"http://marineregions.org/mrgid/7130";"North Atlantic Ocean";"http://marineregions.org/mrgid/1912";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"M.Howe, 1914";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrochaetium catenulatum M.Howe, 1914. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144334 on 2025-05-16";"accepted";1;"Europe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrochaetium catenulatum";144334;"Acrochaetium densum";144344;"Plantae";"Rhodophyta";"Florideophyceae";"Acrochaetiales";"Acrochaetiaceae";"Acrochaetium";"Dutch part of the North Sea";"http://marineregions.org/mrgid/25232";"North Sea";"http://marineregions.org/mrgid/2350";"valid";NA;"Origin unknown";"Uncertain";"Reported";NA;NA;"trusted";"M.Howe, 1914";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrochaetium catenulatum M.Howe, 1914. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144334 on 2025-05-16";"accepted";1;"Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrochaetium catenulatum";144334;"Chromastrum densum";162884;"Plantae";"Rhodophyta";"Florideophyceae";"Acrochaetiales";"Acrochaetiaceae";"Acrochaetium";"Dutch Exclusive  Economic Zone";"http://marineregions.org/mrgid/5668";"North Sea";"http://marineregions.org/mrgid/2350";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"M.Howe, 1914";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrochaetium catenulatum M.Howe, 1914. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144334 on 2025-05-16";"accepted";1;"Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrothamnion preissii";144488;"Acrothamnion preissii";144488;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";"Ceramiaceae";"Acrothamnion";"Mediterranean Sea";"http://marineregions.org/mrgid/1905";"Mediterranean Sea";"http://marineregions.org/mrgid/1905";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"(Sonder) E.M.Wollaston, 1968";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrothamnion preissii (Sonder) E.M.Wollaston, 1968. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144488 on 2025-05-16";"accepted";1;"Mediterranean";"Mediterranean Sea";"Ionian Sea and the Central Mediterranean Sea";"1997";"1994-1999";NA;0.5;NA;NA;NA;0.5;NA;NA;NA;1;NA
"Acrothamnion preissii";144488;"Acrothamnion preissii";144488;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";"Ceramiaceae";"Acrothamnion";"European waters (ERMS scope)";"http://marineregions.org/mrgid/7130";"North Atlantic Ocean";"http://marineregions.org/mrgid/1912";"valid";NA;NA;NA;NA;NA;NA;"unreviewed";"(Sonder) E.M.Wollaston, 1968";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrothamnion preissii (Sonder) E.M.Wollaston, 1968. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144488 on 2025-05-16";"accepted";1;"Europe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrothamnion preissii";144488;"Acrothamnion preissii";144488;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";"Ceramiaceae";"Acrothamnion";"Mediterranean Sea";"http://marineregions.org/mrgid/1905";"Mediterranean Sea";"http://marineregions.org/mrgid/1905";"valid";NA;"Alien";NA;NA;NA;NA;"unreviewed";"(Sonder) E.M.Wollaston, 1968";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrothamnion preissii (Sonder) E.M.Wollaston, 1968. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144488 on 2025-05-16";"accepted";1;"Mediterranean";"Mediterranean Sea";"Ionian Sea and the Central Mediterranean Sea";"1997";"1994-1999";NA;0.5;NA;NA;NA;0.5;NA;NA;NA;1;NA
"Acrothamnion preissii";144488;"Acrothamnion preissii";144488;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";"Ceramiaceae";"Acrothamnion";"Italian part of the Tyrrhenian Sea";"http://marineregions.org/mrgid/25611";"Tyrrhenian Sea";"http://marineregions.org/mrgid/3386";"valid";NA;"Alien";"Uncertain";"Reported";NA;NA;"trusted";"(Sonder) E.M.Wollaston, 1968";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrothamnion preissii (Sonder) E.M.Wollaston, 1968. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144488 on 2025-05-16";"accepted";1;"Mediterranean";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Acrothamnion preissii";144488;"Acrothamnion preissii";144488;"Plantae";"Rhodophyta";"Florideophyceae";"Ceramiales";"Ceramiaceae";"Acrothamnion";"Mediterranean Sea - Western Basin";"http://marineregions.org/mrgid/4279";"Mediterranean Sea - Western Basin";"http://marineregions.org/mrgid/4279";"valid";NA;"Alien";"Invasive";"Reported";NA;NA;"trusted";"(Sonder) E.M.Wollaston, 1968";"Guiry, M.D. & Guiry, G.M. (2025). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Acrothamnion preissii (Sonder) E.M.Wollaston, 1968. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=144488 on 2025-05-16";"accepted";1;"Mediterranean";"Mediterranean Sea";"Western Mediterranean Sea";"1968";"<1970";NA;0.5;NA;NA;NA;0.5;NA;NA;NA;1;"NA"
